"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 30 20:09:32 GMT 2023","Thu Mar 30 20:09:58 GMT 2023","26202","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","checkingTheErrorMessageWithDuplicateClientTest","Проверка сообщения об ошибке при попытке добавления дубликата клиента","Тест для осуществления проверки сообщения об ошибке при неправильном добавлении клиента"
"passed","Thu Mar 30 20:09:33 GMT 2023","Thu Mar 30 20:09:56 GMT 2023","22786","","Тесты поиска клиентов","","com.github.Chestaci.CustomerSearchTest","searchByMatchingLettersTest","Проверка успешного поиска клиентов по совпадению букв","Тест для осуществления проверки поиска клиентов"
"passed","Thu Mar 30 20:09:32 GMT 2023","Thu Mar 30 20:09:57 GMT 2023","24559","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","checkingTheErrorMessageWithEmptyFirstNameTest","Проверка сообщения об ошибке при попытке создания клиента с пустым полем First Name","Тест для осуществления проверки сообщения об ошибке при неправильном добавлении клиента"
"passed","Thu Mar 30 20:09:32 GMT 2023","Thu Mar 30 20:09:58 GMT 2023","25753","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","successfulAdditionOfACustomerWithLongValuesTest","Проверка успешного создания клиента с заполнением полей длинными значениями","Тест для осуществления проверки успешного добавления клиента"
"passed","Thu Mar 30 20:09:32 GMT 2023","Thu Mar 30 20:09:58 GMT 2023","25538","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","successfulAdditionOfACustomerWithSpecialCharactersTest","Проверка успешного создания клиента с заполнением полей специальными символами","Тест для осуществления проверки успешного добавления клиента"
"passed","Thu Mar 30 20:09:33 GMT 2023","Thu Mar 30 20:09:57 GMT 2023","23910","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","checkingTheErrorMessageWithEmptyLastNameTest","Проверка сообщения об ошибке при попытке создания клиента с пустым полем Last Name","Тест для осуществления проверки сообщения об ошибке при неправильном добавлении клиента"
"passed","Thu Mar 30 20:09:32 GMT 2023","Thu Mar 30 20:09:57 GMT 2023","25023","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","successfulAdditionOfACustomerWithRussianAndLatinLettersInCamelCaseTest","Проверка успешного создания клиента с заполнением полейрусскими и латинскими буквами в разных регистрах","Тест для осуществления проверки успешного добавления клиента"
"passed","Thu Mar 30 20:09:27 GMT 2023","Thu Mar 30 20:09:56 GMT 2023","28833","","Тесты сортировки клиентов","","com.github.Chestaci.SortTest","successfulReverseSortTest","Проверка успешной сортировки клиентов по имени в обратном порядке","Тест для осуществления проверки успешной сортировки клиентов"
"passed","Thu Mar 30 20:09:33 GMT 2023","Thu Mar 30 20:09:55 GMT 2023","22184","","Тесты поиска клиентов","","com.github.Chestaci.CustomerSearchTest","searchNonexistentCustomerTest","Проверка поиска несуществующего клиента","Тест для осуществления проверки поиска клиентов"
"passed","Thu Mar 30 20:09:33 GMT 2023","Thu Mar 30 20:09:58 GMT 2023","25004","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","successfulAdditionOfACustomerWithLettersAndNumbersTest","Проверка успешного создания клиента с заполнением полей буквами и цифрами","Тест для осуществления проверки успешного добавления клиента"
"passed","Thu Mar 30 20:09:27 GMT 2023","Thu Mar 30 20:09:58 GMT 2023","30255","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","successfulAdditionOfACustomerTest","Проверка успешного добавления клиента","Тест для осуществления проверки успешного добавления клиента"
"passed","Thu Mar 30 20:09:31 GMT 2023","Thu Mar 30 20:09:55 GMT 2023","23742","","Тесты поиска клиентов","","com.github.Chestaci.CustomerSearchTest","searchByLastNameTest","Проверка успешного поиска клиента по фамилии","Тест для осуществления проверки поиска клиентов"
"passed","Thu Mar 30 20:09:32 GMT 2023","Thu Mar 30 20:09:58 GMT 2023","25315","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","successfulAdditionOfACustomerWithOneDigitTest","Проверка успешного создания клиента с заполнением полей одной цифрой","Тест для осуществления проверки успешного добавления клиента"
"passed","Thu Mar 30 20:09:33 GMT 2023","Thu Mar 30 20:09:56 GMT 2023","23227","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","checkingTheErrorMessageWithSpaceFieldsTest","Проверка сообщения об ошибке при попытке создания клиента с заполнением полей пробелом","Тест для осуществления проверки сообщения об ошибке при неправильном добавлении клиента"
"passed","Thu Mar 30 20:09:31 GMT 2023","Thu Mar 30 20:09:55 GMT 2023","24258","","Тесты поиска клиентов","","com.github.Chestaci.CustomerSearchTest","searchByNumberTest","Проверка успешного поиска клиента по совпадению цифр","Тест для осуществления проверки поиска клиентов"
"passed","Thu Mar 30 20:09:32 GMT 2023","Thu Mar 30 20:09:57 GMT 2023","24993","","Тесты сортировки клиентов","","com.github.Chestaci.SortTest","successfulSortTest","Проверка успешной сортировки клиентов по имени в алфавитном порядке","Тест для осуществления проверки успешной сортировки клиентов"
"passed","Thu Mar 30 20:09:32 GMT 2023","Thu Mar 30 20:09:57 GMT 2023","24765","","Тесты добавления клиента","","com.github.Chestaci.AdditionOfACustomerTest","checkingTheErrorMessageWithEmptyPostCodeTest","Проверка сообщения об ошибке при попытке создания клиента с пустым полем Post Code","Тест для осуществления проверки сообщения об ошибке при неправильном добавлении клиента"
